District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,postal code
Mesquite,32.818392,-96.63355,Posados Cafe,32.81908684,-96.63154906,Mexican Restaurant,75150
Mesquite,32.818392,-96.63355,Razzoo's Cajun Cafe,32.81571007,-96.63022329,Cajun / Creole Restaurant,75150
Mesquite,32.818392,-96.63355,El Fenix,32.81825651,-96.63042956,Mexican Restaurant,75150
Mesquite,32.818392,-96.63355,Hooters,32.81758352,-96.63037246,American Restaurant,75150
Mesquite,32.818392,-96.63355,Outback Steakhouse,32.81799334,-96.63026369,Steakhouse,75150
Mesquite,32.818392,-96.63355,Olive Garden,32.8170754,-96.63033602,Italian Restaurant,75150
Mesquite,32.818392,-96.63355,The Gun Zone,32.82069253,-96.63527261,Gun Shop,75150
Mesquite,32.818392,-96.63355,Red Lobster,32.818555,-96.630881,Seafood Restaurant,75150
Mesquite,32.818392,-96.63355,Dickey's,32.81532234,-96.63573018,BBQ Joint,75150
Mesquite,32.818392,-96.63355,Snuffers,32.81606525,-96.63007243,New American Restaurant,75150
Mesquite,32.818392,-96.63355,Urban Legends Comics,32.81301148,-96.63614283,Comic Shop,75150
Mesquite,32.818392,-96.63355,Fairfield Inn & Suites Dallas Mesquite,32.81950649,-96.63014752,Hotel,75150
Mesquite,32.818392,-96.63355,Fuzzy's Taco Shop,32.81226056,-96.62916629,Mexican Restaurant,75150
Mesquite,32.818392,-96.63355,Napoli's Mesquite,32.81438649,-96.63488388,Italian Restaurant,75150
Mesquite,32.818392,-96.63355,Peppers Cafe,32.81465938,-96.63406857,Mexican Restaurant,75150
Mesquite,32.818392,-96.63355,Kaze Sushi and Hibachi Restaurant,32.81181571,-96.62696186,Japanese Restaurant,75150
Mesquite,32.818392,-96.63355,Academy Sports + Outdoors,32.81593417,-96.6242516,Sporting Goods Shop,75150
Mesquite,32.818392,-96.63355,El Pollo Regio,32.81162425,-96.63286396,Mexican Restaurant,75150
Mesquite,32.818392,-96.63355,Big Lots,32.81495114,-96.63733742,Big Box Store,75150
Mesquite,32.818392,-96.63355,TGI Fridays,32.815146,-96.62945,Restaurant,75150
Mesquite,32.818392,-96.63355,Wingstop,32.81339947,-96.62550143,Wings Joint,75150
Mesquite,32.818392,-96.63355,Youfit Health Clubs,32.8152264,-96.6336045,Gym,75150
Mesquite,32.818392,-96.63355,GameStop,32.814082,-96.6336,Video Game Store,75150
Mesquite,32.818392,-96.63355,Hertz,32.814082,-96.6336,Rental Car Location,75150
Mesquite,32.818392,-96.63355,Chase Bank,32.8135793,-96.6355244,Bank,75150
Mesquite,32.818392,-96.63355,Sport City Cafe,32.81675268,-96.63003488,Sports Bar,75150
Mesquite,32.818392,-96.63355,Courtyard Dallas Mesquite,32.8203206,-96.6319502,Hotel,75150
Mesquite,32.818392,-96.63355,ALDI,32.8133164,-96.6365563,Grocery Store,75150
Mesquite,32.818392,-96.63355,Subway,32.81223367,-96.63428436,Sandwich Place,75150
Mesquite,32.818392,-96.63355,Guitar Center,32.8136542,-96.6301296,Music Store,75150
Mesquite,32.818392,-96.63355,Ollie's Bargain Outlet,32.811068,-96.632989,Outlet Store,75150
Mesquite,32.818392,-96.63355,Once Upon A Child,32.812619,-96.629029,Kids Store,75150
Mesquite,32.818392,-96.63355,Church's Chicken,32.81180954,-96.63314819,Fried Chicken Joint,75150
Mesquite,32.818392,-96.63355,Domino's Pizza,32.810364,-96.635011,Pizza Place,75150
Mesquite,32.818392,-96.63355,Arby's,32.811432,-96.629666,Fast Food Restaurant,75150
Mesquite,32.818392,-96.63355,"Celebration Station Mesquite, TX",32.8201273,-96.6309236,Arcade,75150
Mesquite,32.818392,-96.63355,Bikinis Sports Bar and Grill Mesquite,32.81345268,-96.62719043,Sports Bar,75150
Mesquite,32.818392,-96.63355,Mattress Firm,32.811177,-96.628818,Furniture / Home Store,75150
Mesquite,32.818392,-96.63355,Firestone Complete Auto Care,32.8123009,-96.63566053,Automotive Shop,75150
Mesquite,32.818392,-96.63355,Grandy's,32.81179877,-96.63079002,Fried Chicken Joint,75150
Mesquite,32.818392,-96.63355,Kroger,32.8137935,-96.6333082,Supermarket,75150
Mesquite,32.818392,-96.63355,Buffalo Wild Wings,32.81251904,-96.6260916,Wings Joint,75150
Mesquite,32.818392,-96.63355,Zenna Thai & Japanese,32.81336212,-96.62713498,Thai Restaurant,75150
Mesquite,32.818392,-96.63355,Jack in the Box,32.81151814,-96.63000494,Fast Food Restaurant,75150
Mesquite,32.818392,-96.63355,King Super Buffet,32.81611869,-96.6303702,Chinese Restaurant,75150
Mesquite,32.818392,-96.63355,Office Depot,32.8146639,-96.6272453,Paper / Office Supplies Store,75150
Mesquite,32.818392,-96.63355,Burger King,32.81151138,-96.62966162,Fast Food Restaurant,75150
Mesquite,32.818392,-96.63355,Wendy’s,32.8125506,-96.63438879,Fast Food Restaurant,75150
Mesquite,32.818392,-96.63355,Donna's Kitchen,32.814082,-96.6336,American Restaurant,75150
Mesquite,32.818392,-96.63355,China First Buffet,32.81103659,-96.63342709,Chinese Restaurant,75150
Mesquite,32.818392,-96.63355,Chik fil a hwy 66,32.82136767,-96.62833642,Fast Food Restaurant,75150
Mesquite,32.818392,-96.63355,Guitar Center Mesquite Grand Opening,32.81370034,-96.63006864,Music Store,75150
Mesquite,32.818392,-96.63355,Lonestar Comics,32.8128422,-96.63618398,Comic Shop,75150
Mesquite,32.818392,-96.63355,Fitness Connection Mesquite Tx,32.81307983,-96.63002777,Gym / Fitness Center,75150
Mesquite,32.818392,-96.63355,Seafood Shack,32.811788,-96.6332,Seafood Restaurant,75150
Mesquite,32.818392,-96.63355,Mattress City,32.82388184,-96.6282112,Shop & Service,75150
Mesquite,32.818392,-96.63355,1/2 Of 1/2,32.814228,-96.625431,Clothing Store,75150
Mesquite,32.818392,-96.63355,Metro PCS,32.81127461,-96.62888425,Mobile Phone Shop,75150
Palmer,32.425222,-96.68103,CM Company Intl,32.424292,-96.679503,Business Service,75152
Palmer,32.425222,-96.68103,PALMER MOBILE MENU,32.42849,-96.679664,Food Truck,75152
Palmer,32.425222,-96.68103,Palmer High School Football Field,32.42878533,-96.68062638,Football Stadium,75152
Glenn Heights,32.526123,-96.82325,El Pollo Regio,32.53122228,-96.8206009,Mexican Restaurant,75154
Glenn Heights,32.526123,-96.82325,Chick-fil-A,32.532328,-96.8202386,Food Service,75154
Glenn Heights,32.526123,-96.82325,Denny's,32.52940425,-96.82121962,Breakfast Spot,75154
Glenn Heights,32.526123,-96.82325,Dairy Queen,32.52903131,-96.82122181,Ice Cream Shop,75154
Glenn Heights,32.526123,-96.82325,Panda Express,32.53219738,-96.81878178,Chinese Restaurant,75154
Glenn Heights,32.526123,-96.82325,Mamacitas,32.53154003,-96.82380929,Mexican Restaurant,75154
Glenn Heights,32.526123,-96.82325,RaceTrac,32.5322047,-96.8191899,Gas Station,75154
Glenn Heights,32.526123,-96.82325,Wingstop,32.53271516,-96.81864828,Wings Joint,75154
Glenn Heights,32.526123,-96.82325,Lonestar Burger Bar,32.5320974,-96.81570294,Burger Joint,75154
Glenn Heights,32.526123,-96.82325,Chipotle Mexican Grill,32.532614,-96.820676,Mexican Restaurant,75154
Glenn Heights,32.526123,-96.82325,CVS pharmacy,32.5312422,-96.82046752,Pharmacy,75154
Glenn Heights,32.526123,-96.82325,Whataburger,32.53133103,-96.8213304,Burger Joint,75154
Glenn Heights,32.526123,-96.82325,SUBWAY,32.53254535,-96.8228156,Sandwich Place,75154
Glenn Heights,32.526123,-96.82325,Walgreens,32.5312962,-96.8168264,Pharmacy,75154
Glenn Heights,32.526123,-96.82325,Little Caesars Pizza,32.53131624,-96.81635118,Pizza Place,75154
Glenn Heights,32.526123,-96.82325,Brookshire's,32.53096737,-96.81810533,Grocery Store,75154
Glenn Heights,32.526123,-96.82325,Murphy Express,32.5321912,-96.8153804,Gas Station,75154
Glenn Heights,32.526123,-96.82325,Pizza Hut,32.53220657,-96.81630358,Pizza Place,75154
Glenn Heights,32.526123,-96.82325,Great Clips,32.532248,-96.815819,Salon / Barbershop,75154
Glenn Heights,32.526123,-96.82325,Arby's,32.5312208,-96.8150246,Fast Food Restaurant,75154
Glenn Heights,32.526123,-96.82325,The Wall Chinese Cafe,32.53139297,-96.81553407,Chinese Restaurant,75154
Glenn Heights,32.526123,-96.82325,McDonald's,32.5313935,-96.8194872,Fast Food Restaurant,75154
Glenn Heights,32.526123,-96.82325,Church's Chicken,32.5303865,-96.8212216,Fried Chicken Joint,75154
Glenn Heights,32.526123,-96.82325,Domino's Pizza,32.5321397,-96.8166931,Pizza Place,75154
Glenn Heights,32.526123,-96.82325,Taco Bell,32.52996487,-96.82133937,Fast Food Restaurant,75154
Glenn Heights,32.526123,-96.82325,Greg's Unisex,32.53217225,-96.82490711,Cosmetics Shop,75154
Glenn Heights,32.526123,-96.82325,The Parlor,32.5318238,-96.8269562,Salon / Barbershop,75154
Glenn Heights,32.526123,-96.82325,Starbucks Red Oak,32.5326,-96.820726,Coffee Shop,75154
Glenn Heights,32.526123,-96.82325,Plato Loco,32.53218687,-96.82702176,Mexican Restaurant,75154
Glenn Heights,32.526123,-96.82325,Farmers Insurance,32.53356171,-96.82278442,Insurance Office,75154
Glenn Heights,32.526123,-96.82325,Taqueria Tonala,32.53181999,-96.81619411,Mexican Restaurant,75154
Terrell,32.747747,-96.28923,Braum's,32.73913712,-96.29059221,Ice Cream Shop,75160
Terrell,32.747747,-96.28923,747 Water Mart,32.74439937,-96.29072829,Convenience Store,75160
Terrell,32.747747,-96.28923,Lone stars and stripes landscaping,32.7458934,-96.2930182,Tree,75160
Terrell,32.747747,-96.28923,Sunny Mart,32.74423135,-96.2910395,Convenience Store,75160
Terrell,32.747747,-96.28923,Terrell ISD ExCELL,32.746604,-96.295623,School,75160
Terrell,32.747747,-96.28923,Burger King,32.739396,-96.292062,Fast Food Restaurant,75160
Terrell,32.747747,-96.28923,Ben Gill Pavilion,32.74296545,-96.29723504,Park,75160
Terrell,32.747747,-96.28923,Ben Gil Park,32.74291796,-96.29731808,Park,75160
Terrell,32.747747,-96.28923,Ben Gill Baseball Fields,32.7436883,-96.29845474,Baseball Field,75160
Terrell,32.727366,-96.187,Chef Idalee Luscious Legacies,32.73019028,-96.19709015,Sausage Shop,75161
Josephine,33.065217,-96.31152,United States Postal Service,33.06164934,-96.30978942,Post Office,75164
Josephine,33.065217,-96.31152,Shell,33.061718,-96.315314,Gas Station,75164
Josephine,33.065217,-96.31152,Josephine Park,33.06291038,-96.31010284,Park,75164
Waxahachie,32.397024,-96.83283,Texas Baptist Home-Children,32.39509584,-96.83350028,Child Care Service,75165
Waxahachie,32.397024,-96.83283,Waxahachie Disc Golf Course,32.39798011,-96.83023491,Disc Golf,75165
Waxahachie,32.397024,-96.83283,Brown-Singleton Park,32.39800851,-96.82860374,Park,75165
Lavon,33.022051,-96.43601,Dollar General,33.02301825,-96.44133744,Discount Store,75166
Lavon,33.022051,-96.43601,El Rodeo Mexican Restaurant,33.02258816,-96.44257854,Mexican Restaurant,75166
Lavon,33.022051,-96.43601,Domino's Pizza,33.0235111,-96.4402235,Pizza Place,75166
Lavon,33.022051,-96.43601,SUBWAY,33.02268065,-96.44233923,Sandwich Place,75166
Lavon,33.022051,-96.43601,Eagle Pond,33.0174175,-96.43538945,Park,75166
Lavon,33.022051,-96.43601,Burgers And Chile Loco,33.02397295,-96.44146527,Mexican Restaurant,75166
Lavon,33.022051,-96.43601,Donuts 110 Hwy 78,33.022535,-96.442555,Donut Shop,75166
Lavon,33.022051,-96.43601,Climate Breaker,33.0132159,-96.43688321,Home Service,75166
Wilmer,32.598845,-96.6831,Denny's,32.59228402,-96.68062244,Breakfast Spot,75172
Wilmer,32.598845,-96.6831,Dollar General,32.59039307,-96.68125916,Discount Store,75172
Wilmer,32.598845,-96.6831,SUBWAY,32.5914032,-96.6803602,Sandwich Place,75172
Wilmer,32.598845,-96.6831,Family Dollar,32.59076,-96.682017,Discount Store,75172
Wilmer,32.598845,-96.6831,United States Postal Service,32.59144523,-96.68158476,Post Office,75172
Wilmer,32.598845,-96.6831,Shell,32.59121693,-96.68035717,Gas Station,75172
Wilmer,32.598845,-96.6831,Church's Chicken,32.59116481,-96.68044362,Fried Chicken Joint,75172
Wilmer,32.598845,-96.6831,Sonic Drive-In,32.5903835,-96.6796601,Fast Food Restaurant,75172
Wilmer,32.598845,-96.6831,TopDog Fireworks,32.60378479,-96.68510286,Fireworks Store,75172
Wilmer,32.598845,-96.6831,Pizza Inn @ Wilmer Texaco,32.59117,-96.678293,Pizza Place,75172
Balch Springs,32.72203,-96.61634,Sale Place,32.7203009,-96.61468736,Arts & Crafts Store,75180
Balch Springs,32.72203,-96.61634,Captain D's,32.71981964,-96.61527559,Seafood Restaurant,75180
Balch Springs,32.72203,-96.61634,The Home Depot,32.7212315,-96.6184708,Hardware Store,75180
Balch Springs,32.72203,-96.61634,Sonic,32.72070694,-96.61381881,Fast Food Restaurant,75180
Balch Springs,32.72203,-96.61634,Popeyes Louisiana Kitchen,32.71879757,-96.62299486,Fried Chicken Joint,75180
Balch Springs,32.72203,-96.61634,Dollar General,32.7211,-96.614828,Discount Store,75180
Balch Springs,32.72203,-96.61634,Pine Tree Chinese Garden,32.719022,-96.613652,Asian Restaurant,75180
Balch Springs,32.72203,-96.61634,Pizza Hut,32.71901741,-96.62002712,Pizza Place,75180
Balch Springs,32.72203,-96.61634,Kroger,32.7202005,-96.6208434,Supermarket,75180
Balch Springs,32.72203,-96.61634,Family Dollar,32.720303,-96.620916,Discount Store,75180
Balch Springs,32.72203,-96.61634,Redbox,32.719385,-96.621234,Video Store,75180
Balch Springs,32.72203,-96.61634,KFC,32.71981068,-96.61504565,Fried Chicken Joint,75180
Balch Springs,32.72203,-96.61634,Grandy's,32.71974947,-96.61842586,Fried Chicken Joint,75180
Balch Springs,32.72203,-96.61634,Taco Bueno,32.719032,-96.619717,Mexican Restaurant,75180
Balch Springs,32.72203,-96.61634,Taco Bell,32.71900077,-96.61864938,Fast Food Restaurant,75180
Balch Springs,32.72203,-96.61634,Burger King,32.71900048,-96.61765203,Fast Food Restaurant,75180
Balch Springs,32.72203,-96.61634,CVS pharmacy,32.71958982,-96.62307362,Pharmacy,75180
Balch Springs,32.72203,-96.61634,Shell,32.71906164,-96.61550891,Gas Station,75180
Balch Springs,32.72203,-96.61634,Shang Yan,32.71906984,-96.61926387,Chinese Restaurant,75180
Balch Springs,32.72203,-96.61634,La Carreta,32.71976435,-96.62016392,Grocery Store,75180
Balch Springs,32.72203,-96.61634,Walter  E. Luedeke Park,32.72525859,-96.62303046,Park,75180
Balch Springs,32.72203,-96.61634,Golden joy BBQ Chinese Restaurant,32.72731455,-96.61086503,Chinese Restaurant,75180
Balch Springs,32.72203,-96.61634,Dryer Vent Cleaning Balch Springs TX,32.720353,-96.606318,Dry Cleaner,75180
Mesquite,32.735812,-96.55886,7-Eleven,32.7355673,-96.5591088,Convenience Store,75181
Mesquite,32.735812,-96.55886,Quality house cleaning services,32.733125,-96.553734,Home Service,75181
Mesquite,32.735812,-96.55886,Berry Field,32.74137143,-96.56409466,Stadium,75181
Mesquite,32.735812,-96.55886,Shell,32.74326651,-96.55364096,Gas Station,75181
Mesquite,32.735812,-96.55886,E-Z MART #508,32.743338,-96.553603,Convenience Store,75181
Sunnyvale,32.803646,-96.56965,Jobson Park,32.81019639,-96.57355034,Baseball Field,75182
Sunnyvale,32.803646,-96.56965,Beazer Homes Stoney Creek,32.807231,-96.561493,Home Service,75182
Sunnyvale,32.803646,-96.56965,Stoney Creek Pool,32.80637741,-96.56047058,Pool,75182
Sunnyvale,32.803646,-96.56965,Baker's Ribs,32.80302837,-96.57995744,BBQ Joint,75182
Royse City,32.960512,-96.31278,SAB Construction LLC,32.960674,-96.3134773,Construction & Landscaping,75189
Royse City,32.960512,-96.31278,Ice Cream,32.96476856,-96.31038317,Dessert Shop,75189
Royse City,32.960512,-96.31278,Siding & More Construction Company,32.96521492,-96.31102324,Construction & Landscaping,75189
Dallas,32.787629,-96.79941,Dallas Museum of Art,32.78782799,-96.80090077,Art Museum,75201
Dallas,32.787629,-96.79941,Nasher Sculpture Center,32.78819355,-96.80009862,Art Museum,75201
Dallas,32.787629,-96.79941,Morton H. Meyerson Symphony Center,32.78986121,-96.79807864,Concert Hall,75201
Dallas,32.787629,-96.79941,Corrientes 348,32.78611839,-96.80050831,Steakhouse,75201
Dallas,32.787629,-96.79941,Klyde Warren Park,32.78913254,-96.80199623,Park,75201
Dallas,32.787629,-96.79941,Mendocino Farms,32.7872419,-96.7986818,Sandwich Place,75201
Dallas,32.787629,-96.79941,AT&T Performing Arts Center,32.79037721,-96.79766178,Performing Arts Venue,75201
Dallas,32.787629,-96.79941,Winspear Opera House,32.7905226,-96.79768763,Opera House,75201
Dallas,32.787629,-96.79941,Fashion Industry Gallery,32.78598383,-96.8011344,Boutique,75201
Dallas,32.787629,-96.79941,Enticed,32.78877177,-96.79931402,Food Truck,75201
Dallas,32.787629,-96.79941,Wyly Theatre,32.79008762,-96.79649069,Theater,75201
Dallas,32.787629,-96.79941,Nammi Truck,32.78885075,-96.80190522,Food Truck,75201
Dallas,32.787629,-96.79941,T. Boone Pickens YMCA,32.78515491,-96.8010617,Gym,75201
Dallas,32.787629,-96.79941,Dakota's Steakhouse,32.78508749,-96.80068132,Steakhouse,75201
Dallas,32.787629,-96.79941,My Best Friend’s Park,32.7900699,-96.80061911,Dog Run,75201
Dallas,32.787629,-96.79941,Salsa Limón,32.78332166,-96.80024887,Taco Place,75201
Dallas,32.787629,-96.79941,Moody Performance Hall,32.79104451,-96.79608254,Performing Arts Venue,75201
Dallas,32.787629,-96.79941,La Ventana,32.78796549,-96.80484909,Mexican Restaurant,75201
Dallas,32.787629,-96.79941,Meso Maya,32.78776962,-96.80467678,Mexican Restaurant,75201
Dallas,32.787629,-96.79941,Savor,32.78941581,-96.80197362,American Restaurant,75201
Dallas,32.787629,-96.79941,Perry's Steakhouse & Grille,32.7911286,-96.80323641,Steakhouse,75201
Dallas,32.787629,-96.79941,The Fairmont Dallas,32.78568565,-96.80184734,Hotel,75201
Dallas,32.787629,-96.79941,Del Frisco's,32.7914862,-96.8035043,Steakhouse,75201
Dallas,32.787629,-96.79941,Doc B’s Fresh Kitchen,32.790565,-96.802943,American Restaurant,75201
Dallas,32.787629,-96.79941,Musume,32.78950618,-96.7979338,Japanese Restaurant,75201
Dallas,32.787629,-96.79941,El Fenix Restaurant,32.7874553,-96.80481387,Mexican Restaurant,75201
Dallas,32.787629,-96.79941,The Henry,32.7892224,-96.80556676,Restaurant,75201
Dallas,32.787629,-96.79941,Starbucks Reserve Bar,32.79182004,-96.80409124,Coffee Shop,75201
Dallas,32.787629,-96.79941,Yolk,32.79143968,-96.79538005,Breakfast Spot,75201
Dallas,32.787629,-96.79941,Klyde Warren Children's Playground,32.78871184,-96.80260748,Playground,75201
Dallas,32.787629,-96.79941,What's Da Scoop?,32.78857666,-96.80240745,Food Truck,75201
Dallas,32.787629,-96.79941,Fearing's,32.79204474,-96.80335323,New American Restaurant,75201
Dallas,32.787629,-96.79941,Miriam Cocina Latina,32.790565,-96.802943,Restaurant,75201
Dallas,32.787629,-96.79941,Annette Strauss Artist Square,32.79072861,-96.79874545,Performing Arts Venue,75201
Dallas,32.787629,-96.79941,Perot Museum Theater,32.78671558,-96.80649823,Movie Theater,75201
Dallas,32.787629,-96.79941,Tei-An,32.79206925,-96.79548437,Japanese Restaurant,75201
Dallas,32.787629,-96.79941,"The Ritz-Carlton, Dallas",32.79220585,-96.80391374,Resort,75201
Dallas,32.787629,-96.79941,Majestic Theatre,32.7830389,-96.79503027,Theater,75201
Dallas,32.787629,-96.79941,Relish,32.78964067,-96.80170119,Food Truck,75201
Dallas,32.787629,-96.79941,Perot Museum of Nature and Science,32.7867753,-96.80660313,Science Museum,75201
Dallas,32.787629,-96.79941,Morton's The Steakhouse,32.7931647,-96.8022668,Steakhouse,75201
Dallas,32.787629,-96.79941,Roti Modern Mediterranean,32.7873366,-96.79847798,Mediterranean Restaurant,75201
Dallas,32.787629,-96.79941,The Water Grill,32.79051056,-96.80362524,Seafood Restaurant,75201
Dallas,32.787629,-96.79941,Shake Shack,32.79327163,-96.80303739,Burger Joint,75201
Dallas,32.787629,-96.79941,The Hospitality Sweet,32.78374635,-96.79769323,Café,75201
Dallas,32.787629,-96.79941,Sammy's Bar B Que,32.79284245,-96.79988593,BBQ Joint,75201
Dallas,32.787629,-96.79941,Hotel ZaZa,32.79408976,-96.8015244,Hotel,75201
Dallas,32.787629,-96.79941,The Joule,32.7807089,-96.7984434,Hotel,75201
Dallas,32.787629,-96.79941,Ascension,32.79382,-96.803554,Coffee Shop,75201
Dallas,32.787629,-96.79941,Hilton Garden Inn,32.7821357,-96.7989842,Hotel,75201
Dallas,32.787629,-96.79941,Cafe Momentum,32.7819976,-96.79944136,New American Restaurant,75201
Dallas,32.787629,-96.79941,Tiff's Treats,32.782551,-96.8046,Bakery,75201
Dallas,32.787629,-96.79941,Rattlesnake Bar,32.79210754,-96.80325331,Hotel Bar,75201
Dallas,32.787629,-96.79941,Potbelly Sandwich Shop,32.79337162,-96.80213095,Sandwich Place,75201
Dallas,32.787629,-96.79941,Happiest Hour,32.79111934,-96.806798,Bar,75201
Dallas,32.787629,-96.79941,Dallas Theater Center,32.79003512,-96.796617,Theater,75201
Dallas,32.787629,-96.79941,Mercat Bistro,32.79208924,-96.80622491,French Restaurant,75201
Dallas,32.787629,-96.79941,CBD Provisions,32.780745,-96.798429,New American Restaurant,75201
Dallas,32.787629,-96.79941,7-Eleven,32.7918994,-96.7959485,Convenience Store,75201
Dallas,32.787629,-96.79941,Tom Thumb,32.7891584,-96.8066885,Grocery Store,75201
Dallas,32.787629,-96.79941,The Crafty Irishman,32.78133135,-96.79622253,Bar,75201
Dallas,32.787629,-96.79941,Main Street Garden,32.78113554,-96.79518305,Park,75201
Dallas,32.787629,-96.79941,Dallas World Aquarium,32.78349524,-96.80521488,Aquarium,75201
Dallas,32.787629,-96.79941,Weekend,32.78030886,-96.79819076,Coffee Shop,75201
Dallas,32.787629,-96.79941,Bread Zeppelin,32.78030863,-96.80074883,Salad Place,75201
Dallas,32.787629,-96.79941,Fluellen Cupcakes,32.78128177,-96.79975434,Cupcake Shop,75201
Dallas,32.787629,-96.79941,Truluck's,32.79465494,-96.80311947,Seafood Restaurant,75201
Dallas,32.787629,-96.79941,CorePower Yoga,32.7890009,-96.8050732,Yoga Studio,75201
Dallas,32.787629,-96.79941,House of Blues,32.78503265,-96.80822068,Music Venue,75201
Dallas,32.787629,-96.79941,Waterproof,32.78113554,-96.79517328,Hotel Bar,75201
Dallas,32.787629,-96.79941,Ocean Prime,32.7933191,-96.8053634,Seafood Restaurant,75201
Dallas,32.787629,-96.79941,Uptown Yoga,32.7954244,-96.7984251,Yoga Studio,75201
Dallas,32.787629,-96.79941,Nobu,32.79420397,-96.80415891,Japanese Restaurant,75201
Dallas,32.787629,-96.79941,The Westin Dallas Downtown,32.780357,-96.8020628,Hotel,75201
Dallas,32.787629,-96.79941,Americano,32.78102415,-96.7986047,Italian Restaurant,75201
Dallas,32.787629,-96.79941,The Joule Pool,32.78057861,-96.79840088,Pool,75201
Dallas,32.787629,-96.79941,Pei Wei,32.792757,-96.801994,Asian Restaurant,75201
Dallas,32.787629,-96.79941,The Capital Grille,32.79493883,-96.80399526,American Restaurant,75201
Dallas,32.787629,-96.79941,Taco Borracho,32.78212177,-96.7998479,Taco Place,75201
Dallas,32.787629,-96.79941,Chop House Burger,32.78067926,-96.79947963,Burger Joint,75201
Dallas,32.787629,-96.79941,Whole Foods Market,32.79580418,-96.80160216,Grocery Store,75201
Dallas,32.787629,-96.79941,City Hall Bistro,32.7799,-96.799837,Bistro,75201
Dallas,32.787629,-96.79941,The French Room,32.780092,-96.799769,French Restaurant,75201
Dallas,32.787629,-96.79941,Spice in the City,32.78001429,-96.79782903,Indian Restaurant,75201
Dallas,32.787629,-96.79941,Moxie's Grill & Bar,32.79415098,-96.80325207,New American Restaurant,75201
Dallas,32.787629,-96.79941,"The Statler, Curio Collection by Hilton",32.7804688,-96.7946415,Hotel,75201
Dallas,32.787629,-96.79941,Sixty Vines,32.79469266,-96.80487131,New American Restaurant,75201
Dallas,32.787629,-96.79941,Roti Modern Mediterranean,32.79182171,-96.80412825,Mediterranean Restaurant,75201
Dallas,32.787629,-96.79941,Saint Ann,32.79193268,-96.80668527,American Restaurant,75201
Dallas,32.787629,-96.79941,W Dallas - Victory,32.7887625,-96.8090297,Hotel,75201
Dallas,32.787629,-96.79941,Crescent Spa,32.79405788,-96.80417918,Spa,75201
Dallas,32.787629,-96.79941,Midnight Rambler,32.78119558,-96.79846177,Cocktail Bar,75201
Dallas,32.787629,-96.79941,Si Tapas,32.79596289,-96.7967397,Tapas Restaurant,75201
Dallas,32.787629,-96.79941,North Italia,32.788974,-96.805646,Italian Restaurant,75201
Dallas,32.787629,-96.79941,Starbucks,32.784358,-96.800141,Coffee Shop,75201
Dallas,32.787629,-96.79941,Thompson Dallas,32.781487,-96.800227,Hotel,75201
Dallas,32.787629,-96.79941,Stupid Good Coffee,32.78243183,-96.79544371,Coffee Shop,75201
Dallas,32.787629,-96.79941,The Woolworth,32.78145617,-96.79844111,Cocktail Bar,75201
Dallas,32.787629,-96.79941,Crescent Court,32.794205,-96.804146,Hotel,75201
Dallas,32.787629,-96.79941,The Mitchell,32.78046044,-96.80009737,Cocktail Bar,75201
Dallas,32.77988,-96.80502,John F. Kennedy Memorial Plaza,32.77901164,-96.8068649,Plaza,75202
Dallas,32.77988,-96.80502,Corner Bakery Cafe,32.780837,-96.806701,Bakery,75202
Dallas,32.77988,-96.80502,The Westin Dallas Downtown,32.780357,-96.8020628,Hotel,75202
Dallas,32.77988,-96.80502,Tiff's Treats,32.782551,-96.8046,Bakery,75202
Dallas,32.77988,-96.80502,Old Red Museum,32.7787431,-96.80751367,History Museum,75202
Dallas,32.77988,-96.80502,Tutta's,32.78130478,-96.80742332,Pizza Place,75202
Dallas,32.77988,-96.80502,The Sixth Floor Museum,32.77999397,-96.80860873,History Museum,75202
Dallas,32.77988,-96.80502,Y. O. Ranch Steakhouse,32.781296,-96.806402,Steakhouse,75202
Dallas,32.77988,-96.80502,Bread Zeppelin,32.78030863,-96.80074883,Salad Place,75202
Dallas,32.77988,-96.80502,Wild Bill's Western,32.78129368,-96.8067336,Gift Shop,75202
Dallas,32.77988,-96.80502,Belo Garden,32.77957146,-96.80223227,Park,75202
Dallas,32.77988,-96.80502,Dealey Plaza,32.77872354,-96.80831552,Plaza,75202
Dallas,32.77988,-96.80502,Ellen's,32.78198856,-96.80768201,Southern / Soul Food Restaurant,75202
Dallas,32.77988,-96.80502,Omni Dallas Hotel,32.77533179,-96.80435658,Hotel,75202
Dallas,32.77988,-96.80502,Dallas World Aquarium,32.78349524,-96.80521488,Aquarium,75202
Dallas,32.77988,-96.80502,Pioneer Plaza,32.77661648,-96.80153901,Plaza,75202
Dallas,32.77988,-96.80502,City Hall Bistro,32.7799,-96.799837,Bistro,75202
Dallas,32.77988,-96.80502,The Grassy Knoll,32.77939105,-96.80854082,Monument / Landmark,75202
Dallas,32.77988,-96.80502,1001 Wine & Spirits,32.78243739,-96.80573738,Liquor Store,75202
Dallas,32.77988,-96.80502,The French Room,32.780092,-96.799769,French Restaurant,75202
Dallas,32.77988,-96.80502,The Adolphus,32.7798003,-96.8001167,Hotel,75202
Dallas,32.77988,-96.80502,Salsa Limón,32.78332166,-96.80024887,Taco Place,75202
Dallas,32.77988,-96.80502,The Joule,32.7807089,-96.7984434,Hotel,75202
